segment_id,duration,snr,clarity,energy_stability,pitch_stability
0,1.0489342403628117,11.769335079829656,21.480932043045588,8.626593604670228,0.02542682037353061
1,1.0612698412698414,10.748994766777667,21.651889690538727,9.029219854583632,0.03582589771110488
2,1.8326530612244898,10.019059236547378,22.807284899511913,11.571823541850595,0.0327629425275967
3,2.4868027210884356,10.495289772587928,23.38139755554272,13.649037444554878,0.03135746067557828
4,1.0112925170068028,8.250076049983502,20.426647885757436,8.854798758140154,0.037732445156811206
5,0.8757823129251701,9.433598962680875,21.96593277139808,8.696588995387422,0.055449252194639226
6,1.180408163265306,7.74624890403592,22.465396991485015,10.961327456448734,0.030873748601928874
7,1.400453514739229,12.415277409519172,23.754848575862635,8.37269255102355,0.06074260659396109
8,0.6224489795918368,7.516525627901971,20.099020252435153,12.21968564740668,0.039458468249380055
9,0.6515646258503401,5.455986511409429,19.155845723825717,16.03324628917963,0.03354094811750414
10,0.8856689342403629,9.224511267977455,22.83885240285565,11.459088716909418,0.06117863588481813
11,0.9969614512471655,10.066499520405703,19.88902011897759,11.133507451875806,0.04313183508501596
12,1.04562358276644,8.149546892883373,22.95342441804482,14.672848834309157,0.04385939263306995
13,0.7507936507936508,9.22590383460874,21.8408404974022,9.699862013463731,0.028961949572193325
14,0.8047165532879819,11.215433314490058,22.108303036646834,13.016430716861988,0.05667919933562628
15,1.5766893424036281,9.308626050625296,23.106625255429872,14.113775424239924,0.06020565962014457
16,0.9448072562358276,12.719448829081053,21.454480381291127,10.954591694020552,0.06129629010865115
17,0.7877551020408163,8.36612084057867,21.3715839755555,13.246176172409356,0.03939491629674693
18,0.6179591836734694,13.19982554719103,21.564526390101783,22.33043694914448,0.041191837592467175
19,1.0799092970521542,5.999950113867508,19.842491631912864,17.06521385323586,0.033755579249942644
20,1.3511111111111112,9.426657917659364,20.2806925418383,11.740915187764758,0.01976792091870087
21,0.5382766439909297,11.610074976068574,20.740540909003997,19.833678847492855,0.03436747954209687
22,1.7178684807256235,11.263708906427407,23.463974816102446,11.021536691332496,0.03388963587207965
23,1.9303854875283446,12.292475633448834,22.1078826576916,14.622325669364301,0.05229346966426583
